name,type,category,data_name,data_users,collections,parent,parent_type,children,hide_viewport,hide_render,visible,location,rotation_euler,scale,matrix_world_translation,matrix_parent_inverse_translation,modifier_count,constraint_count,animation_action,driver_count,nla_track_count,bounds_min,bounds_max,bounds_center,dimensions_world,origin_to_bounds_center,origin_detached_candidate
Plane.039,MESH,OTHER,Plane.067,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.039Action,0,0,"[-3.8848607540130615, 8.160542488098145, 0.41178977489471436]","[-2.5941474437713623, 8.831053733825684, 0.6125818490982056]","[-3.239504098892212, 8.495798110961914, 0.51218581199646]","[1.2907133102416992, 0.6705112457275391, 0.2007920742034912]",3.783552867535416,True
Plane.040,MESH,OTHER,Plane.015,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.040Action,0,0,"[-3.369474411010742, 4.951030254364014, 1.4768043756484985]","[-0.29019975662231445, 6.61343240737915, 1.6895209550857544]","[-1.8298370838165283, 5.782231330871582, 1.5831626653671265]","[3.0792746543884277, 1.6624021530151367, 0.21271657943725586]",1.727332058025457,True
Plane.041,MESH,OTHER,Plane.021,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",1,0,Plane.041Action,0,0,"[-3.8141839504241943, 8.089944839477539, 1.0584207773208618]","[-2.613701581954956, 8.803241729736328, 1.1564342975616455]","[-3.213942766189575, 8.446593284606934, 1.1074275970458984]","[1.2004823684692383, 0.7132968902587891, 0.09801352024078369]",3.8557345251368798,True
Plane.042,MESH,OTHER,Plane.024,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",1,0,Plane.042Action,0,0,"[-0.7965859770774841, 1.1204205751419067, 0.6032276749610901]","[1.3143339157104492, 2.4026310443878174, 0.7922061681747437]","[0.25887396931648254, 1.7615258693695068, 0.6977169513702393]","[2.110919952392578, 1.2822104692459106, 0.18897849321365356]",3.9028931117447425,True
Plane.043,MESH,OTHER,Plane.026,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.043Action,0,0,"[-0.6844252347946167, 1.7543104887008667, 1.5596895217895508]","[0.7643181681632996, 2.6115987300872803, 1.5822131633758545]","[0.03994646668434143, 2.1829545497894287, 1.5709513425827026]","[1.4487433433532715, 0.8572882413864136, 0.02252364158630371]",3.713747618939931,True
Plane.045,MESH,OTHER,Plane.030,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",1,0,Plane.045Action,0,0,"[-3.5576798915863037, 5.672289848327637, 1.4323326349258423]","[-0.9374527335166931, 7.500405311584473, 1.5348857641220093]","[-2.2475662231445312, 6.586347579956055, 1.4836091995239258]","[2.620227098464966, 1.828115463256836, 0.10255312919616699]",2.1797909865885203,True
Plane.047,MESH,OTHER,Plane.028,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.047Action,0,0,"[-1.3476033210754395, 1.0879229307174683, 1.07958984375]","[1.514655590057373, 3.1277732849121094, 1.4271000623703003]","[0.0835261344909668, 2.1078481674194336, 1.253345012664795]","[2.8622589111328125, 2.0398502349853516, 0.3475102186203003]",3.672359645594697,True
Plane.048,MESH,OTHER,Plane.029,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.048Action,0,0,"[-1.2895194292068481, 1.1387803554534912, 1.07958984375]","[1.4759706258773804, 3.022007465362549, 1.4102228879928589]","[0.09322559833526611, 2.0803937911987305, 1.2449064254760742]","[2.7654900550842285, 1.8832271099090576, 0.3306330442428589]",3.696623329760488,True
Plane.049,MESH,OTHER,Plane.031,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.049Action,0,0,"[-1.3114012479782104, 1.1140035390853882, 1.1655718088150024]","[1.4537127017974854, 3.131751537322998, 1.3895721435546875]","[0.07115572690963745, 2.122877597808838, 1.2775719165802002]","[2.7651138305664062, 2.0177478790283203, 0.22400033473968506]",3.662846149842965,True
Plane.050,MESH,OTHER,Plane.037,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.050Action,0,0,"[-1.2874300479888916, 1.114037275314331, 1.1599723100662231]","[1.4688522815704346, 3.0564310550689697, 1.4190651178359985]","[0.09071111679077148, 2.0852341651916504, 1.2895187139511108]","[2.756282329559326, 1.9423937797546387, 0.2590928077697754]",3.7067707963137426,True
Plane.051,MESH,OTHER,Plane.035,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",1,0,Plane.051Action,0,0,"[-1.1452192068099976, 1.208910346031189, 1.1671334505081177]","[1.3663945198059082, 2.8850347995758057, 1.2962158918380737]","[0.11058765649795532, 2.0469725131988525, 1.2316746711730957]","[2.5116138458251953, 1.6761244535446167, 0.12908244132995605]",3.72771410472371,True
Plane.052,MESH,OTHER,Plane.041,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.052Action,0,0,"[-1.0320998430252075, 1.2858796119689941, 1.1504892110824585]","[1.2957994937896729, 2.7262070178985596, 1.2582725286483765]","[0.13184982538223267, 2.0060434341430664, 1.2043808698654175]","[2.32789945602417, 1.4403274059295654, 0.10778331756591797]",3.7624513698996402,True
Plane.053,MESH,OTHER,Plane.042,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",1,0,Plane.053Action,0,0,"[-1.0122581720352173, 1.2877745628356934, 1.1504892110824585]","[1.296971321105957, 2.68386173248291, 1.2584874629974365]","[0.14235657453536987, 1.9858181476593018, 1.2044882774353027]","[2.3092293739318848, 1.3960871696472168, 0.10799825191497803]",3.7840848809948477,True
Plane.054,MESH,OTHER,Plane.038,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.054Action,0,0,"[-1.2577637434005737, 1.5095396041870117, 1.1005157232284546]","[1.279079556465149, 2.9691286087036133, 1.1725902557373047]","[0.010657906532287598, 2.2393341064453125, 1.1365530490875244]","[2.5368432998657227, 1.4595890045166016, 0.0720745325088501]",3.4917371489361484,True
Plane.055,MESH,OTHER,Plane.048,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.055Action,0,0,"[-0.9351063966751099, 1.4186310768127441, 1.153310775756836]","[1.1843079328536987, 2.621364116668701, 1.2482038736343384]","[0.12460076808929443, 2.0199975967407227, 1.2007572650909424]","[2.1194143295288086, 1.202733039855957, 0.09489309787750244]",3.746394363131815,True
Plane.056,MESH,OTHER,Plane.050,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.056Action,0,0,"[-4.514805793762207, 6.91201639175415, 0.9550920128822327]","[-1.4785526990890503, 9.144718170166016, 1.2266327142715454]","[-2.9966793060302734, 8.028367042541504, 1.0908623933792114]","[3.036252975463867, 2.2327017784118652, 0.27154070138931274]",3.40164128266177,True
Plane.057,MESH,OTHER,Plane.058,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.057Action,0,0,"[-4.260038375854492, 7.229782581329346, 1.0498665571212769]","[-1.658559799194336, 8.6830415725708, 1.1782989501953125]","[-2.959299087524414, 7.956412315368652, 1.1140828132629395]","[2.6014785766601562, 1.453258991241455, 0.12843239307403564]",3.3326309755575867,True
Plane.058,MESH,OTHER,Plane.057,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.058Action,0,0,"[-4.281242847442627, 6.978172302246094, 1.0209823846817017]","[-1.52047598361969, 8.709662437438965, 1.2128887176513672]","[-2.9008593559265137, 7.843917369842529, 1.1169354915618896]","[2.7607669830322266, 1.731490135192871, 0.19190633296966553]",3.214425005241038,True
Plane.059,MESH,OTHER,Plane.059,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",1,0,Plane.059Action,0,0,"[-4.219775199890137, 7.258677959442139, 1.0100781917572021]","[-1.7084795236587524, 8.672733306884766, 1.0967563390731812]","[-2.9641273021698, 7.965705871582031, 1.0534172058105469]","[2.511295795440674, 1.414055347442627, 0.086678147315979]",3.322775109284389,True
Plane.060,MESH,OTHER,Plane.064,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.060Action,0,0,"[-4.450061798095703, 7.0285420417785645, 1.0739951133728027]","[-1.56589937210083, 9.071702003479004, 1.215523600578308]","[-3.0079805850982666, 8.050122261047363, 1.1447594165802002]","[2.884162425994873, 2.0431599617004395, 0.14152848720550537]",3.442416957388283,True
Plane.061,MESH,OTHER,Plane.062,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.061Action,0,0,"[-4.2093424797058105, 7.4029974937438965, 1.0216965675354004]","[-1.7914670705795288, 8.66808032989502, 1.0851398706436157]","[-3.0004048347473145, 8.035538673400879, 1.0534181594848633]","[2.417875289916992, 1.265082836151123, 0.06344330310821533]",3.3975013057265535,True
Plane.062,MESH,OTHER,Plane.065,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",1,0,Plane.062Action,0,0,"[-4.195291042327881, 7.649343967437744, 1.0363261699676514]","[-2.0784997940063477, 8.94721508026123, 1.129166603088379]","[-3.1368954181671143, 8.298279762268066, 1.0827463865280151]","[2.116791248321533, 1.2978711128234863, 0.09284043312072754]",3.688635845143692,True
Plane.063,MESH,OTHER,Plane.033,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.063Action,0,0,"[-4.200506687164307, 7.461834907531738, 1.031538486480713]","[-1.9783310890197754, 8.95194149017334, 1.1322681903839111]","[-3.089418888092041, 8.206888198852539, 1.081903338432312]","[2.2221755981445312, 1.4901065826416016, 0.10072970390319824]",3.5900582300314405,True
Plane.064,MESH,OTHER,Plane.034,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.064Action,0,0,"[-4.27656888961792, 7.0246453285217285, 1.0668824911117554]","[-1.5729649066925049, 8.755230903625488, 1.1966995000839233]","[-2.924767017364502, 7.8899383544921875, 1.1317909955978394]","[2.703603982925415, 1.7305855751037598, 0.12981700897216797]",3.2682184571271815,True
Plane.065,MESH,OTHER,Plane.039,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.065Action,0,0,"[-4.251672267913818, 7.187790870666504, 1.0688872337341309]","[-1.677468180656433, 8.745326042175293, 1.1890379190444946]","[-2.9645702838897705, 7.966558456420898, 1.128962516784668]","[2.5742039680480957, 1.557535171508789, 0.12015068531036377]",3.3483966022081852,True
Plane.066,MESH,OTHER,Plane.068,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.066Action,0,0,"[-4.257216930389404, 7.449751853942871, 0.9644809365272522]","[-1.8966039419174194, 8.915868759155273, 1.0579092502593994]","[-3.0769104957580566, 8.182809829711914, 1.0111950635910034]","[2.3606128692626953, 1.4661169052124023, 0.09342831373214722]",3.5433726727128163,True
Plane.067,MESH,OTHER,Plane.060,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.067Action,0,0,"[-4.434288501739502, 7.081749439239502, 1.022865891456604]","[-1.6144195795059204, 9.081531524658203, 1.146804690361023]","[-3.0243539810180664, 8.081640243530273, 1.0848352909088135]","[2.819869041442871, 1.9997820854187012, 0.12393879890441895]",3.456660657081665,True
Plane.068,MESH,OTHER,Plane.070,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.068Action,0,0,"[-4.264660358428955, 7.346138000488281, 0.9656903147697449]","[-1.8422203063964844, 8.929123878479004, 1.0679543018341064]","[-3.0534403324127197, 8.137630462646484, 1.016822338104248]","[2.4224400520324707, 1.5829858779907227, 0.10226398706436157]",3.496240572270546,True
Plane.069,MESH,OTHER,Plane.071,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.069Action,0,0,"[-4.244860649108887, 7.176324367523193, 1.0932226181030273]","[-1.7192423343658447, 8.824094772338867, 1.177399754524231]","[-2.982051372528076, 8.00020980834961, 1.1353111267089844]","[2.525618314743042, 1.6477704048156738, 0.08417713642120361]",3.386244479963803,True
Plane.070,MESH,OTHER,Plane.073,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.070Action,0,0,"[-3.966928720474243, 7.590330123901367, 0.9844213724136353]","[-2.1040163040161133, 8.615757942199707, 1.0526294708251953]","[-3.0354723930358887, 8.103044509887695, 1.0185253620147705]","[1.8629124164581299, 1.0254278182983398, 0.06820809841156006]",3.4594700890681636,True
Plane.071,MESH,OTHER,Plane.074,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.071Action,0,0,"[-3.9607701301574707, 7.667069435119629, 0.9935269951820374]","[-2.148561954498291, 8.612911224365234, 1.0435250997543335]","[-3.054666042327881, 8.139989852905273, 1.0185260772705078]","[1.8122081756591797, 0.9458417892456055, 0.04999810457229614]",3.4992800551143945,True
Plane.072,MESH,OTHER,Plane.075,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",0,0,Plane.072Action,0,0,"[-4.485876083374023, 7.0324201583862305, 0.9659075736999512]","[-1.5527100563049316, 9.111376762390137, 1.0358388423919678]","[-3.0192930698394775, 8.071898460388184, 1.0008732080459595]","[2.933166027069092, 2.0789566040039062, 0.0699312686920166]",3.4207371601024623,True
Plane.074,MESH,OTHER,Plane.078,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",1,0,Plane.074Action,0,0,"[-4.258571147918701, 1.8907814025878906, -0.0002973662631120533]","[1.2051326036453247, 8.506695747375488, 1.1772140264511108]","[-1.526719331741333, 5.1987385749816895, 0.5884583592414856]","[5.463703632354736, 6.615914344787598, 1.1775113344192505]",0.5894009243164366,False
Plane.076,MESH,OTHER,Plane.077,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",1,0,Plane.076Action,0,0,"[-4.620378494262695, 5.419734001159668, 0.34236258268356323]","[-0.6271136403083801, 9.201231002807617, 1.5423979759216309]","[-2.623746156692505, 7.310482501983643, 0.9423803091049194]","[3.99326491355896, 3.781497001647949, 1.2000353336334229]",2.5905025904211225,True
Plane.077,MESH,OTHER,Plane.079,1,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.5113588571548462, 5.169170379638672, 0.0]","[-0.0, 0.0, -0.0]",1,0,Plane.077Action,0,0,"[-3.869908332824707, 2.5306594371795654, 0.2152513861656189]","[0.8204487562179565, 7.859157562255859, 0.8391513228416443]","[-1.5247297286987305, 5.194908618927002, 0.5272013545036316]","[4.690357208251953, 5.328497886657715, 0.6238999366760254]",0.5279985737950544,False
R.Eye,MESH,CHARACTER,Sphere.020,1,Main Model,,OBJECT,,False,False,True,"[-0.08250532299280167, -0.38255709409713745, 2.2692859172821045]","[-0.29433825612068176, -0.04511673003435135, -0.1959303319454193]","[0.07263506948947906, 0.04994402080774307, 0.07288359105587006]","[-0.08250532299280167, -0.38255709409713745, 2.2692859172821045]","[0.0, 0.0, 0.0]",1,0,R.EyeAction,0,0,"[-0.22549909353256226, -0.3928888738155365, 2.175067663192749]","[-0.07810115069150925, -0.27476972341537476, 2.3356902599334717]","[-0.15180012583732605, -0.33382928371429443, 2.2553789615631104]","[0.1473979353904724, 0.11811915040016174, 0.16062259674072266]",0.08584621492460084,False
Ribbing.001,MESH,OTHER,Mesh.021,1,PROPS,Large Trash Can,OBJECT,,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 23.24567222595215, 0.0]","[-0.0, 0.0, -0.0]",0,0,Ribbing.001Action,0,0,"[-0.5614498257637024, 22.610090255737305, 0.046988703310489655]","[0.5614498257637024, 23.7502384185791, 1.6566338539123535]","[0.0, 23.180164337158203, 0.8518112897872925]","[1.1228996515274048, 1.1401481628417969, 1.609645128250122]",0.8543264972263223,True
Shoes,EMPTY,CHARACTER,,0,Shoes,,OBJECT,Plane.001 | Plane.022,False,False,True,"[-0.10059821605682373, -0.6898431777954102, 0.0]","[0.0, 0.0, 2.384185791015625e-07]","[0.12018942087888718, 0.12018942087888718, 0.12018942087888718]","[-0.10059821605682373, -0.6898431777954102, 0.0]","[0.0, 0.0, 0.0]",0,0,ShoesAction,0,0,,,,,,False
Stop sign,MESH,OTHER,Circle,1,PROPS,,OBJECT,,False,False,True,"[-9.464717864990234, 3.741886615753174, 0.032826006412506104]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-9.464717864990234, 3.741886615753174, 0.032826006412506104]","[0.0, 0.0, 0.0]",2,0,Stop signAction,0,0,"[-10.214784622192383, 3.5071043968200684, 0.03282596915960312]","[-8.714653015136719, 3.703878879547119, 4.562982559204102]","[-9.46471881866455, 3.6054916381835938, 2.2979042530059814]","[1.500131607055664, 0.19677448272705078, 4.53015661239624]",2.2691812483386933,True
Traffic Cone (Photoscanned),MESH,OTHER,Traffic Cone (Photoscanned),1,PROPS,,OBJECT,,False,False,True,"[0.0012167692184448242, 18.62605857849121, 0.010688450187444687]","[0.0, 0.0, 0.0]","[1.6110811233520508, 1.6110811233520508, 1.6110811233520508]","[0.0012167692184448242, 18.62605857849121, 0.010688450187444687]","[0.0, 0.0, 0.0]",1,0,Traffic Cone (Photoscanned)Action,0,0,"[-0.23197804391384125, 18.39879035949707, 0.01119938213378191]","[0.22498004138469696, 18.865625381469727, 0.8119165897369385]","[-0.0034990012645721436, 18.6322078704834, 0.41155797243118286]","[0.4569580852985382, 0.46683502197265625, 0.8007172346115112]",0.4009444159398022,True
Utility Box (Photoscanned),MESH,OTHER,Utility Box,1,PROPS,,OBJECT,,False,False,True,"[-12.197587013244629, 23.763023376464844, 0.06434579938650131]","[0.0, 0.0, 0.0]","[1.5171620845794678, 1.5171620845794678, 1.5171620845794678]","[-12.197587013244629, 23.763023376464844, 0.06434579938650131]","[0.0, 0.0, 0.0]",2,0,Utility Box (Photoscanned)Action,0,0,"[-12.801711082458496, 23.477731704711914, 0.06429536640644073]","[-11.592588424682617, 24.012657165527344, 1.6795669794082642]","[-12.197149276733398, 23.745193481445312, 0.8719311952590942]","[1.209122657775879, 0.5349254608154297, 1.6152715682983398]",0.807782333748343,True
V2B_OverheadAmber_0,LIGHT,CHARACTER,V2B_OverheadAmber_0_Data.001,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[-5.22226619720459, 2.649782180786133, 5.278862953186035]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-5.22226619720459, 2.649782180786133, 5.278862953186035]","[0.0, 0.0, 0.0]",0,0,V2B_OverheadAmber_0Action,0,0,,,,,,False
V2B_OverheadAmber_1,LIGHT,CHARACTER,V2B_OverheadAmber_1_Data.001,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[5.28436279296875, 2.6534018516540527, 5.278862953186035]","[0.0, -0.0, 3.1018993854522705]","[1.0, 1.0, 1.0]","[5.28436279296875, 2.6534018516540527, 5.278862953186035]","[0.0, 0.0, 0.0]",0,0,V2B_OverheadAmber_1Action,0,0,,,,,,False
Volume,VOLUME,PROTECTED_EFFECT,Volume,1,04_ENVIRONMENT_STOREFRONTS_PARKING,,OBJECT,,False,False,True,"[0.00298503041267395, 90.68109893798828, 44.98980712890625]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.00298503041267395, 90.68109893798828, 44.98980712890625]","[0.0, 0.0, 0.0]",2,0,,0,0,,,,,,False
