name,base_name,type,visible,hide_viewport,hide_render,hide_select,collections,data_name,data_users,vertices,faces,modifiers,bounds_world
HERO_HParking_Row0_Divider_3,HERO_HParking_Row0_Divider_3,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.209,1,8,6,[],"{""min"": [-1.359601, -0.583529, 0.003], ""max"": [-1.284601, 2.883528, 0.003], ""center"": [-1.322101, 1.15, 0.003], ""dimensions"": [0.075, 3.467057, 0.0]}"
HERO_HParking_Row0_Divider_4,HERO_HParking_Row0_Divider_4,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.210,1,8,6,[],"{""min"": [1.284601, -0.583529, 0.003], ""max"": [1.359601, 2.883528, 0.003], ""center"": [1.322101, 1.15, 0.003], ""dimensions"": [0.075, 3.467057, 0.0]}"
HERO_HParking_Row0_Divider_5,HERO_HParking_Row0_Divider_5,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.211,1,8,6,[],"{""min"": [3.928804, -0.583529, 0.003], ""max"": [4.003804, 2.883528, 0.003], ""center"": [3.966304, 1.15, 0.003], ""dimensions"": [0.075, 3.467057, 0.0]}"
HERO_HParking_Row0_Divider_6,HERO_HParking_Row0_Divider_6,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.212,1,8,6,[],"{""min"": [6.573007, -0.583529, 0.003], ""max"": [6.648006, 2.883528, 0.003], ""center"": [6.610507, 1.15, 0.003], ""dimensions"": [0.075, 3.467057, 0.0]}"
HERO_HParking_Row0_Divider_7,HERO_HParking_Row0_Divider_7,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.213,1,8,6,[],"{""min"": [9.217209, -0.583529, 0.003], ""max"": [9.29221, 2.883528, 0.003], ""center"": [9.254709, 1.15, 0.003], ""dimensions"": [0.075001, 3.467057, 0.0]}"
HERO_HParking_Row1_Divider_0,HERO_HParking_Row1_Divider_0,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.214,1,8,6,[],"{""min"": [-9.29221, 2.416471, 0.003], ""max"": [-9.217209, 5.883529, 0.003], ""center"": [-9.254709, 4.15, 0.003], ""dimensions"": [0.075001, 3.467057, 0.0]}"
HERO_HParking_Row1_Divider_1,HERO_HParking_Row1_Divider_1,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.215,1,8,6,[],"{""min"": [-6.648006, 2.416471, 0.003], ""max"": [-6.573007, 5.883529, 0.003], ""center"": [-6.610507, 4.15, 0.003], ""dimensions"": [0.075, 3.467057, 0.0]}"
HERO_HParking_Row1_Divider_2,HERO_HParking_Row1_Divider_2,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.216,1,8,6,[],"{""min"": [-4.003804, 2.416471, 0.003], ""max"": [-3.928804, 5.883529, 0.003], ""center"": [-3.966304, 4.15, 0.003], ""dimensions"": [0.075, 3.467057, 0.0]}"
HERO_HParking_Row1_Divider_3,HERO_HParking_Row1_Divider_3,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.217,1,8,6,[],"{""min"": [-1.359601, 2.416471, 0.003], ""max"": [-1.284601, 5.883529, 0.003], ""center"": [-1.322101, 4.15, 0.003], ""dimensions"": [0.075, 3.467057, 0.0]}"
HERO_HParking_Row1_Divider_4,HERO_HParking_Row1_Divider_4,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.218,1,8,6,[],"{""min"": [1.284601, 2.416471, 0.003], ""max"": [1.359601, 5.883529, 0.003], ""center"": [1.322101, 4.15, 0.003], ""dimensions"": [0.075, 3.467057, 0.0]}"
HERO_HParking_Row1_Divider_5,HERO_HParking_Row1_Divider_5,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.219,1,8,6,[],"{""min"": [3.928804, 2.416471, 0.003], ""max"": [4.003804, 5.883529, 0.003], ""center"": [3.966304, 4.15, 0.003], ""dimensions"": [0.075, 3.467057, 0.0]}"
HERO_HParking_Row1_Divider_6,HERO_HParking_Row1_Divider_6,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.220,1,8,6,[],"{""min"": [6.573007, 2.416471, 0.003], ""max"": [6.648006, 5.883529, 0.003], ""center"": [6.610507, 4.15, 0.003], ""dimensions"": [0.075, 3.467057, 0.0]}"
HERO_HParking_Row1_Divider_7,HERO_HParking_Row1_Divider_7,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.221,1,8,6,[],"{""min"": [9.217209, 2.416471, 0.003], ""max"": [9.29221, 5.883529, 0.003], ""center"": [9.254709, 4.15, 0.003], ""dimensions"": [0.075001, 3.467057, 0.0]}"
HERO_LampArm_0,HERO_LampArm_0,MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Cylinder.017,1,36,20,[],"{""min"": [-5.247871, 2.009782, 5.252863], ""max"": [-5.196661, 2.649782, 5.304863], ""center"": [-5.222266, 2.329782, 5.278863], ""dimensions"": [0.05121, 0.64, 0.052]}"
HERO_LampArm_1,HERO_LampArm_1,MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Cylinder.019,1,36,20,[],"{""min"": [5.233381, 2.01289, 5.252863], ""max"": [5.309947, 2.654418, 5.304863], ""center"": [5.271664, 2.333654, 5.278863], ""dimensions"": [0.076567, 0.641528, 0.052]}"
HERO_LampFixture_0,HERO_LampFixture_0,MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Cube.223,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-5.642266, 1.819782, 5.218863], ""max"": [-4.802266, 2.159782, 5.338863], ""center"": [-5.222266, 1.989782, 5.278863], ""dimensions"": [0.84, 0.34, 0.12]}"
HERO_LampFixture_1,HERO_LampFixture_1,MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Cube.225,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [4.831757, 1.807388, 5.218863], ""max"": [5.684587, 2.180454, 5.338863], ""center"": [5.258172, 1.993921, 5.278863], ""dimensions"": [0.852831, 0.373066, 0.12]}"
HERO_LampGlass_0,HERO_LampGlass_0,MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Cube.224,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-5.582266, 1.859782, 5.224863], ""max"": [-4.862266, 2.119782, 5.252863], ""center"": [-5.222266, 1.989782, 5.238863], ""dimensions"": [0.72, 0.26, 0.028]}"
HERO_LampGlass_1,HERO_LampGlass_1,MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Cube.226,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [4.893297, 1.849738, 5.224863], ""max"": [5.623047, 2.138105, 5.252863], ""center"": [5.258172, 1.993921, 5.238863], ""dimensions"": [0.729751, 0.288367, 0.028]}"
HERO_LampPole_0,HERO_LampPole_0,MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Cylinder.016,1,56,30,[],"{""min"": [-5.267266, 2.604782, 0.0], ""max"": [-5.177266, 2.694782, 5.278863], ""center"": [-5.222266, 2.649782, 2.639431], ""dimensions"": [0.09, 0.09, 5.278863]}"
HERO_LampPole_1,HERO_LampPole_1,MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Cylinder.018,1,56,30,[],"{""min"": [5.237613, 2.606652, 0.0], ""max"": [5.331113, 2.700152, 5.278863], ""center"": [5.284363, 2.653402, 2.639431], ""dimensions"": [0.0935, 0.093501, 5.278863]}"
HERO_Rooftop_HVAC_0,HERO_Rooftop_HVAC_0,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.191,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-8.750918, 26.76, 6.158673], ""max"": [-7.63757, 27.24, 6.488603], ""center"": [-8.194244, 27.0, 6.323638], ""dimensions"": [1.113348, 0.48, 0.329929]}"
HERO_Rooftop_HVAC_1,HERO_Rooftop_HVAC_1,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.192,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.117376, 26.76, 6.158673], ""max"": [-2.004027, 27.24, 6.488603], ""center"": [-2.560701, 27.0, 6.323638], ""dimensions"": [1.113348, 0.48, 0.329929]}"
HERO_Rooftop_HVAC_2,HERO_Rooftop_HVAC_2,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.193,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [2.516167, 26.76, 6.158673], ""max"": [3.629516, 27.24, 6.488603], ""center"": [3.072842, 27.0, 6.323638], ""dimensions"": [1.113348, 0.48, 0.329929]}"
HERO_Rooftop_HVAC_3,HERO_Rooftop_HVAC_3,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.194,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [8.149711, 26.76, 6.158673], ""max"": [9.263059, 27.24, 6.488603], ""center"": [8.706385, 27.0, 6.323638], ""dimensions"": [1.113348, 0.48, 0.329929]}"
HERO_Rooftop_Vent_0,HERO_Rooftop_Vent_0,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cylinder.008,1,40,22,[],"{""min"": [-7.738238, 27.014999, 6.47859], ""max"": [-7.648238, 27.105, 6.608591], ""center"": [-7.693238, 27.059999, 6.543591], ""dimensions"": [0.09, 0.09, 0.13]}"
HERO_Rooftop_Vent_1,HERO_Rooftop_Vent_1,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cylinder.009,1,40,22,[],"{""min"": [-2.104695, 27.014999, 6.47859], ""max"": [-2.014694, 27.105, 6.608591], ""center"": [-2.059695, 27.059999, 6.543591], ""dimensions"": [0.09, 0.09, 0.13]}"
HERO_Rooftop_Vent_2,HERO_Rooftop_Vent_2,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cylinder.010,1,40,22,[],"{""min"": [3.528848, 27.014999, 6.47859], ""max"": [3.618849, 27.105, 6.608591], ""center"": [3.573848, 27.059999, 6.543591], ""dimensions"": [0.09, 0.09, 0.13]}"
HERO_Rooftop_Vent_3,HERO_Rooftop_Vent_3,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cylinder.011,1,40,22,[],"{""min"": [9.162392, 27.014999, 6.47859], ""max"": [9.252392, 27.105, 6.608591], ""center"": [9.207392, 27.059999, 6.543591], ""dimensions"": [0.09, 0.09, 0.13]}"
HERO_Sidewalk_ExpansionJoint_X_1,HERO_Sidewalk_ExpansionJoint_X_1,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.198,1,8,6,[],"{""min"": [-9.62063, 19.057598, 0.042], ""max"": [-9.584631, 24.0, 0.05], ""center"": [-9.602631, 21.528799, 0.046], ""dimensions"": [0.035999, 4.942402, 0.008]}"
HERO_Sidewalk_ExpansionJoint_X_2,HERO_Sidewalk_ExpansionJoint_X_2,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.199,1,8,6,[],"{""min"": [-6.419754, 19.057598, 0.042], ""max"": [-6.383753, 24.0, 0.05], ""center"": [-6.401753, 21.528799, 0.046], ""dimensions"": [0.036, 4.942402, 0.008]}"
HERO_Sidewalk_ExpansionJoint_X_3,HERO_Sidewalk_ExpansionJoint_X_3,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.200,1,8,6,[],"{""min"": [-3.218877, 19.057598, 0.042], ""max"": [-3.182877, 24.0, 0.05], ""center"": [-3.200877, 21.528799, 0.046], ""dimensions"": [0.036, 4.942402, 0.008]}"
HERO_Sidewalk_ExpansionJoint_X_4,HERO_Sidewalk_ExpansionJoint_X_4,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.201,1,8,6,[],"{""min"": [-0.018, 19.057598, 0.042], ""max"": [0.018, 24.0, 0.05], ""center"": [0.0, 21.528799, 0.046], ""dimensions"": [0.036, 4.942402, 0.008]}"
HERO_Sidewalk_ExpansionJoint_X_5,HERO_Sidewalk_ExpansionJoint_X_5,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.202,1,8,6,[],"{""min"": [3.182877, 19.057598, 0.042], ""max"": [3.218877, 24.0, 0.05], ""center"": [3.200877, 21.528799, 0.046], ""dimensions"": [0.036, 4.942402, 0.008]}"
HERO_Sidewalk_ExpansionJoint_X_6,HERO_Sidewalk_ExpansionJoint_X_6,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.203,1,8,6,[],"{""min"": [6.383753, 19.057598, 0.042], ""max"": [6.419754, 24.0, 0.05], ""center"": [6.401753, 21.528799, 0.046], ""dimensions"": [0.036, 4.942402, 0.008]}"
HERO_Sidewalk_ExpansionJoint_X_7,HERO_Sidewalk_ExpansionJoint_X_7,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.204,1,8,6,[],"{""min"": [9.584631, 19.057598, 0.042], ""max"": [9.62063, 24.0, 0.05], ""center"": [9.602631, 21.528799, 0.046], ""dimensions"": [0.035999, 4.942402, 0.008]}"
HERO_Sidewalk_WideTop,HERO_Sidewalk_WideTop,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.195,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-13.453507, 19.057598, -0.122911], ""max"": [13.453507, 24.0, 0.06], ""center"": [0.0, 21.528799, -0.031455], ""dimensions"": [26.907015, 4.942402, 0.182911]}"
HERO_Storefront_CenterMullion_0,HERO_Storefront_CenterMullion_0,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.169,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-8.15886, 23.785, 0.06], ""max"": [-8.12386, 23.884998, 3.931653], ""center"": [-8.14136, 23.834999, 1.995826], ""dimensions"": [0.035, 0.099998, 3.871653]}"
HERO_Storefront_CenterMullion_3,HERO_Storefront_CenterMullion_3,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.190,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [8.12386, 23.785, 0.06], ""max"": [8.15886, 23.884998, 3.931653], ""center"": [8.14136, 23.834999, 1.995826], ""dimensions"": [0.035, 0.099998, 3.871653]}"
HERO_Storefront_ContinuousBottomFrame,HERO_Storefront_ContinuousBottomFrame,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.059,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-10.328889, 23.785, 0.025], ""max"": [10.328889, 23.884998, 0.095], ""center"": [0.0, 23.834999, 0.06], ""dimensions"": [20.657778, 0.099998, 0.07]}"
HERO_Storefront_ContinuousTopFrame,HERO_Storefront_ContinuousTopFrame,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.058,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-10.328889, 23.785, 3.896653], ""max"": [10.328889, 23.884998, 3.966653], ""center"": [0.0, 23.834999, 3.931653], ""dimensions"": [20.657778, 0.099998, 0.07]}"
HERO_Storefront_LeftVertical_0,HERO_Storefront_LeftVertical_0,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.119,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-10.246388, 23.785, 0.06], ""max"": [-10.211389, 23.884998, 3.931653], ""center"": [-10.228889, 23.834999, 1.995826], ""dimensions"": [0.035, 0.099998, 3.871653]}"
HERO_Storefront_LeftVertical_1,HERO_Storefront_LeftVertical_1,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.171,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.818815, 23.785, 0.06], ""max"": [-4.783815, 23.884998, 3.931653], ""center"": [-4.801315, 23.834999, 1.995826], ""dimensions"": [0.035, 0.099998, 3.871653]}"
HERO_Storefront_LeftVertical_2,HERO_Storefront_LeftVertical_2,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.179,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [0.608759, 23.785, 0.06], ""max"": [0.643758, 23.884998, 3.931653], ""center"": [0.626258, 23.834999, 1.995826], ""dimensions"": [0.035, 0.099998, 3.871653]}"
HERO_Storefront_LeftVertical_3,HERO_Storefront_LeftVertical_3,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.187,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [6.036332, 23.785, 0.06], ""max"": [6.071332, 23.884998, 3.931653], ""center"": [6.053832, 23.834999, 1.995826], ""dimensions"": [0.035, 0.099998, 3.871653]}"
HERO_Storefront_MidHorizontal_0,HERO_Storefront_MidHorizontal_0,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.133,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-10.228889, 23.785, 1.978327], ""max"": [-6.053832, 23.884998, 2.013327], ""center"": [-8.14136, 23.834999, 1.995827], ""dimensions"": [4.175056, 0.099998, 0.035]}"
HERO_Storefront_MidHorizontal_1,HERO_Storefront_MidHorizontal_1,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.173,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.801315, 23.785, 1.978327], ""max"": [-0.626259, 23.884998, 2.013327], ""center"": [-2.713787, 23.834999, 1.995827], ""dimensions"": [4.175056, 0.099998, 0.035]}"
HERO_Storefront_MidHorizontal_2,HERO_Storefront_MidHorizontal_2,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.181,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [0.626259, 23.785, 1.978327], ""max"": [4.801315, 23.884998, 2.013327], ""center"": [2.713787, 23.834999, 1.995827], ""dimensions"": [4.175056, 0.099998, 0.035]}"
HERO_Storefront_MidHorizontal_3,HERO_Storefront_MidHorizontal_3,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.189,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [6.053832, 23.785, 1.978327], ""max"": [10.228889, 23.884998, 2.013327], ""center"": [8.14136, 23.834999, 1.995827], ""dimensions"": [4.175056, 0.099998, 0.035]}"
HERO_Storefront_RightVertical_0,HERO_Storefront_RightVertical_0,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.126,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-6.071332, 23.785, 0.06], ""max"": [-6.036332, 23.884998, 3.931653], ""center"": [-6.053832, 23.834999, 1.995826], ""dimensions"": [0.035, 0.099998, 3.871653]}"
HERO_Storefront_RightVertical_1,HERO_Storefront_RightVertical_1,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.172,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-0.643758, 23.785, 0.06], ""max"": [-0.608759, 23.884998, 3.931653], ""center"": [-0.626258, 23.834999, 1.995826], ""dimensions"": [0.035, 0.099998, 3.871653]}"
HERO_Storefront_RightVertical_2,HERO_Storefront_RightVertical_2,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.180,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [4.783815, 23.785, 0.06], ""max"": [4.818815, 23.884998, 3.931653], ""center"": [4.801315, 23.834999, 1.995826], ""dimensions"": [0.035, 0.099998, 3.871653]}"
HERO_Storefront_RightVertical_3,HERO_Storefront_RightVertical_3,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.188,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [10.211389, 23.785, 0.06], ""max"": [10.246388, 23.884998, 3.931653], ""center"": [10.228889, 23.834999, 1.995826], ""dimensions"": [0.035, 0.099998, 3.871653]}"
HERO_StoreMall_DeepBody,HERO_StoreMall_DeepBody,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.050,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-12.803507, 24.0, 0.0], ""max"": [12.803507, 30.0, 5.773757], ""center"": [0.0, 27.0, 2.886878], ""dimensions"": [25.607014, 6.0, 5.773757]}"
HERO_StoreMall_FlatRoof,HERO_StoreMall_FlatRoof,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.056,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-13.203507, 23.75, 5.773756], ""max"": [13.203507, 30.25, 6.158673], ""center"": [0.0, 27.0, 5.966215], ""dimensions"": [26.407015, 6.5, 0.384917]}"
HERO_StoreMall_FrontParapet,HERO_StoreMall_FrontParapet,MESH,True,False,False,False,"[""ENVIRONMENT_AND_PARKING""]",Cube.057,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-13.253507, 23.82, 6.158673], ""max"": [13.253507, 24.02, 6.818531], ""center"": [0.0, 23.92, 6.488602], ""dimensions"": [26.507013, 0.200001, 0.659858]}"
HERO_Underglow_FrontHiddenStrip,HERO_Underglow_FrontHiddenStrip,MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Cube.054,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-1.353772, 2.804102, 0.003], ""max"": [0.514569, 3.797645, 0.003], ""center"": [-0.419602, 3.300873, 0.003], ""dimensions"": [1.868341, 0.993543, 0.0]}"
HERO_Underglow_RearHiddenStrip,HERO_Underglow_RearHiddenStrip,MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Cube.055,1,8,6,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormals"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.354495, 6.629894, 0.003], ""max"": [-1.553775, 7.533771, 0.003], ""center"": [-2.454135, 7.081832, 0.003], ""dimensions"": [1.80072, 0.903876, 0.0]}"
L.Eye,L.Eye,MESH,True,False,False,False,"[""Main Model""]",Sphere.019,1,482,512,[],"{""min"": [0.214751, -0.397124, 2.199077], ""max"": [0.3557, -0.289225, 2.366086], ""center"": [0.285225, -0.343175, 2.282581], ""dimensions"": [0.14095, 0.107898, 0.167008]}"
